order_item_id,order_id,product_id,quantity,price,line_total
OI000084,O02479,P0149,1,13429.22,13429.22
OI000085,O00542,P0110,4,1627.61,6510.44
OI000086,O01139,P0061,1,22992.86,22992.86
OI000087,O00360,P0163,4,3836.21,15344.84
OI000088,O02420,P0048,2,17747.74,35495.48
OI000089,O01239,P0143,3,10462.23,31386.69
OI000090,O01757,P0071,1,21714.61,21714.61
OI000091,O00955,P0143,2,10462.23,20924.46
OI000092,O02307,P0134,3,22176.44,66529.32
OI000093,O02826,P0068,2,20454.5,40909.0
OI000094,O02168,P0022,4,23944.87,95779.48
OI000095,O00976,P0032,2,19906.7,39813.4
OI000096,O00913,P0123,4,17334.82,69339.28
OI000097,O01152,P0022,4,23944.87,95779.48
OI000098,O00723,P0155,1,23993.46,23993.46
OI000099,O02571,P0110,4,1627.61,6510.44
OI000100,O01712,P0015,4,24854.07,99416.28
OI000101,O00325,P0124,2,1651.07,3302.14
OI000102,O01530,P0044,4,18906.23,75624.92
OI000103,O01550,P0115,4,1538.74,6154.96
OI000104,O01074,P0009,2,22013.97,44027.94
OI000105,O01946,P0034,3,5942.59,17827.77
OI000106,O01608,P0073,1,19771.76,19771.76
OI000107,O02117,P0143,2,10462.23,20924.46
OI000108,O00391,P0190,4,18462.1,73848.4
OI000109,O02431,P0045,2,3280.07,6560.14
OI000110,O00016,P0072,3,20167.54,60502.62
OI000111,O00846,P0058,2,11235.34,22470.68
OI000112,O00869,P0115,2,1538.74,3077.48
OI000113,O00568,P0019,2,11683.62,23367.24
OI000114,O02180,P0016,2,16579.8,33159.6
OI000115,O02020,P0075,4,2114.89,8459.56
OI000116,O02321,P0106,2,5479.35,10958.7
OI000117,O01647,P0136,3,4946.1,14838.3
OI000118,O02532,P0161,2,2542.26,5084.52
OI000119,O02598,P0074,2,7686.51,15373.02
OI000120,O00357,P0018,4,18293.2,73172.8
OI000121,O01657,P0163,4,3836.21,15344.84
OI000122,O02281,P0043,2,2319.2,4638.4
OI000123,O00036,P0050,4,7647.9,30591.6
OI000124,O02461,P0003,4,1828.65,7314.6
OI000125,O01028,P0059,2,15054.8,30109.6
OI000126,O02092,P0028,4,11314.24,45256.96
OI000127,O02616,P0046,1,20669.08,20669.08
OI000128,O02788,P0064,1,21300.48,21300.48
OI000129,O00114,P0070,1,21961.56,21961.56
OI000130,O01773,P0047,4,19572.5,78290.0
OI000131,O02445,P0142,1,374.68,374.68
OI000132,O01198,P0135,3,11299.64,33898.92
OI000133,O01279,P0159,1,11414.0,11414.0
OI000134,O00466,P0106,3,5479.35,16438.05
OI000135,O01488,P0081,4,16060.2,64240.8
OI000136,O00847,P0051,1,6651.5,6651.5
OI000137,O00502,P0029,3,18928.47,56785.41
OI000138,O00441,P0113,4,1548.28,6193.12
OI000139,O02117,P0143,1,10462.23,10462.23
OI000140,O00326,P0128,2,15418.96,30837.92
OI000141,O01766,P0090,1,12613.9,12613.9
OI000142,O00067,P0025,1,5103.25,5103.25
OI000143,O00304,P0189,1,3839.21,3839.21
OI000144,O00972,P0041,2,13071.85,26143.7
OI000145,O00484,P0069,3,9577.52,28732.56
OI000146,O00929,P0004,3,13024.59,39073.77
OI000147,O01441,P0105,2,16056.58,32113.16
OI000148,O00149,P0185,1,15953.08,15953.08
OI000149,O02632,P0031,1,16656.3,16656.3
OI000150,O02296,P0131,1,13223.33,13223.33
OI000151,O01125,P0117,3,24593.61,73780.83
OI000152,O02750,P0195,3,17936.45,53809.35
OI000153,O00096,P0090,2,12613.9,25227.8
OI000154,O00282,P0178,4,21037.7,84150.8
OI000155,O02370,P0145,2,577.89,1155.78
OI000156,O00529,P0188,3,13008.36,39025.08
OI000157,O02311,P0066,1,23271.82,23271.82
OI000158,O01643,P0088,1,19143.76,19143.76
OI000159,O00580,P0024,1,17281.12,17281.12
OI000160,O01664,P0099,1,24148.97,24148.97
OI000161,O02342,P0160,4,21124.49,84497.96
OI000162,O01632,P0105,2,16056.58,32113.16
OI000163,O02443,P0019,2,11683.62,23367.24
OI000164,O02561,P0066,3,23271.82,69815.46
OI000165,O02969,P0060,2,12940.42,25880.84
OI000166,O00810,P0115,4,1538.74,6154.96
OI000167,O02968,P0194,4,2211.32,8845.28
OI000168,O00693,P0015,4,24854.07,99416.28
OI000169,O00235,P0085,1,23076.65,23076.65
OI000170,O00952,P0163,3,3836.21,11508.63
OI000171,O01855,P0197,4,1874.29,7497.16
OI000172,O01361,P0155,2,23993.46,47986.92
OI000173,O01032,P0088,2,19143.76,38287.52
OI000174,O01467,P0007,2,5919.43,11838.86
OI000175,O01965,P0006,4,20028.88,80115.52
OI000176,O00539,P0125,4,12784.61,51138.44
OI000177,O00820,P0033,2,23186.73,46373.46
OI000178,O01682,P0058,4,11235.34,44941.36
OI000179,O00272,P0177,2,6441.3,12882.6
OI000180,O01029,P0145,1,577.89,577.89
OI000181,O01923,P0110,4,1627.61,6510.44
OI000182,O01243,P0042,1,15627.28,15627.28
OI000183,O01142,P0094,1,1797.49,1797.49
OI000184,O00593,P0200,4,18463.96,73855.84
OI000185,O01606,P0168,2,9922.46,19844.92
OI000186,O00115,P0174,3,7953.63,23860.89
OI000187,O02311,P0199,1,23916.88,23916.88
OI000188,O01678,P0198,4,401.5,1606.0
OI000189,O01446,P0196,1,1894.9,1894.9
OI000190,O00207,P0129,2,7725.72,15451.44
OI000191,O02351,P0079,4,8717.88,34871.52
OI000192,O00112,P0095,3,742.72,2228.16
OI000193,O01441,P0111,4,19540.96,78163.84
OI000194,O01883,P0097,1,24081.57,24081.57
OI000195,O00185,P0180,4,22553.87,90215.48
OI000196,O01765,P0163,4,3836.21,15344.84
OI000197,O00901,P0119,1,3642.01,3642.01
OI000198,O00221,P0069,3,9577.52,28732.56
OI000199,O01468,P0133,2,3354.69,6709.38
OI000200,O01094,P0145,4,577.89,2311.56
OI000201,O02946,P0181,3,11590.79,34772.37
OI000202,O02670,P0052,2,9067.4,18134.8
OI000203,O02475,P0142,1,374.68,374.68
OI000204,O02692,P0122,3,2616.04,7848.12
OI000205,O02616,P0029,3,18928.47,56785.41
OI000206,O02013,P0136,4,4946.1,19784.4
OI000207,O02491,P0104,1,2731.05,2731.05
OI000208,O00601,P0001,4,5743.74,22974.96
OI000209,O01161,P0029,1,18928.47,18928.47
OI000210,O00504,P0164,2,8184.43,16368.86
OI000211,O02179,P0179,4,1056.82,4227.28
OI000212,O00218,P0165,1,18460.19,18460.19
OI000213,O02736,P0069,1,9577.52,9577.52
OI000214,O02219,P0053,3,2282.3,6846.9
OI000215,O01499,P0124,4,1651.07,6604.28
OI000216,O00612,P0180,4,22553.87,90215.48
OI000217,O01153,P0088,2,19143.76,38287.52
OI000218,O00057,P0083,1,3399.86,3399.86
OI000219,O01205,P0012,3,8175.91,24527.73
OI000220,O00246,P0052,1,9067.4,9067.4
OI000221,O00144,P0129,1,7725.72,7725.72
OI000222,O00368,P0135,1,11299.64,11299.64
OI000223,O01483,P0145,4,577.89,2311.56
OI000224,O02266,P0127,1,20367.86,20367.86
OI000225,O00616,P0171,2,22312.91,44625.82
OI000226,O01882,P0071,3,21714.61,65143.83
OI000227,O01589,P0017,3,13988.81,41966.43
OI000228,O02490,P0187,1,1759.64,1759.64
OI000229,O02889,P0003,3,1828.65,5485.95
OI000230,O00699,P0029,1,18928.47,18928.47
OI000231,O00876,P0022,4,23944.87,95779.48
OI000232,O01686,P0166,3,11952.85,35858.55
OI000233,O02824,P0054,4,23430.25,93721.0
OI000234,O02810,P0107,4,15527.74,62110.96
OI000235,O00945,P0178,2,21037.7,42075.4
OI000236,O00923,P0069,2,9577.52,19155.04
OI000237,O02983,P0158,3,13744.19,41232.57
OI000238,O01747,P0151,1,401.81,401.81
OI000239,O00025,P0120,1,3122.48,3122.48
OI000240,O02854,P0047,1,19572.5,19572.5
OI000241,O01688,P0149,1,13429.22,13429.22
OI000242,O01560,P0020,2,1597.54,3195.08
OI000243,O02812,P0151,1,401.81,401.81
OI000244,O01084,P0196,1,1894.9,1894.9
OI000245,O00434,P0149,4,13429.22,53716.88
OI000246,O02927,P0021,1,14101.19,14101.19
OI000247,O01090,P0001,1,5743.74,5743.74
OI000248,O02958,P0143,2,10462.23,20924.46
OI000249,O02613,P0017,3,13988.81,41966.43
OI000250,O01952,P0051,4,6651.5,26606.0
OI000251,O02154,P0191,4,12854.33,51417.32
OI000252,O00096,P0014,3,16770.23,50310.69
OI000253,O00168,P0059,4,15054.8,60219.2
OI000254,O02090,P0083,1,3399.86,3399.86
OI000255,O01903,P0050,1,7647.9,7647.9
OI000256,O02152,P0124,3,1651.07,4953.21
OI000257,O01869,P0034,2,5942.59,11885.18
OI000258,O02568,P0006,2,20028.88,40057.76
OI000259,O01999,P0109,4,3885.42,15541.68
OI000260,O02330,P0049,2,1000.39,2000.78
OI000261,O02995,P0006,2,20028.88,40057.76
OI000262,O01134,P0117,2,24593.61,49187.22
OI000263,O02011,P0118,2,6055.58,12111.16
OI000264,O00749,P0197,2,1874.29,3748.58
OI000265,O01892,P0007,2,5919.43,11838.86
OI000266,O00831,P0097,2,24081.57,48163.14
OI000267,O00049,P0179,4,1056.82,4227.28
OI000268,O00115,P0118,1,6055.58,6055.58
OI000269,O01179,P0129,2,7725.72,15451.44
OI000270,O01673,P0141,1,19255.69,19255.69
OI000271,O02551,P0171,3,22312.91,66938.73
OI000272,O00071,P0027,1,2507.24,2507.24
OI000273,O01360,P0199,3,23916.88,71750.64
OI000274,O00067,P0116,4,17406.38,69625.52
OI000275,O01517,P0131,1,13223.33,13223.33
OI000276,O01674,P0058,3,11235.34,33706.02
OI000277,O01778,P0089,1,4453.48,4453.48
OI000278,O00967,P0097,4,24081.57,96326.28
OI000279,O02229,P0017,1,13988.81,13988.81
OI000280,O01790,P0173,3,19693.89,59081.67
OI000281,O00613,P0101,2,7864.22,15728.44
OI000282,O01887,P0186,2,15386.95,30773.9
OI000283,O01623,P0184,2,22388.43,44776.86
OI000284,O00697,P0182,4,15966.32,63865.28
OI000285,O02651,P0029,2,18928.47,37856.94
OI000286,O02296,P0102,4,12702.93,50811.72
OI000287,O01238,P0123,2,17334.82,34669.64
OI000288,O02407,P0054,4,23430.25,93721.0
OI000289,O00249,P0027,4,2507.24,10028.96
OI000290,O00638,P0102,1,12702.93,12702.93
OI000291,O00950,P0117,2,24593.61,49187.22
OI000292,O01905,P0104,1,2731.05,2731.05
OI000293,O01112,P0045,3,3280.07,9840.21
OI000294,O02711,P0114,2,24872.17,49744.34
OI000295,O00176,P0087,2,15195.7,30391.4
OI000296,O00723,P0031,2,16656.3,33312.6
OI000297,O02474,P0164,2,8184.43,16368.86
OI000298,O00771,P0189,1,3839.21,3839.21
OI000299,O01948,P0037,1,24812.84,24812.84
OI000300,O00703,P0195,4,17936.45,71745.8
OI000301,O02129,P0036,1,3895.16,3895.16
OI000302,O00927,P0119,4,3642.01,14568.04
OI000303,O00138,P0005,3,1783.55,5350.65
OI000304,O02518,P0174,1,7953.63,7953.63
OI000305,O02398,P0052,4,9067.4,36269.6
OI000306,O01150,P0049,2,1000.39,2000.78
OI000307,O01941,P0006,3,20028.88,60086.64
OI000308,O01892,P0123,4,17334.82,69339.28
OI000309,O01879,P0138,3,10411.83,31235.49
OI000310,O01254,P0118,2,6055.58,12111.16
OI000311,O01484,P0023,2,4465.04,8930.08
OI000312,O01369,P0145,4,577.89,2311.56
OI000313,O00310,P0110,4,1627.61,6510.44
OI000314,O01044,P0044,2,18906.23,37812.46
OI000315,O01671,P0041,4,13071.85,52287.4
OI000316,O01565,P0143,2,10462.23,20924.46
OI000317,O01584,P0172,1,23887.83,23887.83
OI000318,O01501,P0186,4,15386.95,61547.8
OI000319,O02317,P0050,3,7647.9,22943.7
OI000320,O00770,P0052,2,9067.4,18134.8
OI000321,O00016,P0070,1,21961.56,21961.56
OI000322,O00606,P0196,4,1894.9,7579.6
OI000323,O01382,P0191,2,12854.33,25708.66
OI000324,O00813,P0186,1,15386.95,15386.95
OI000325,O01991,P0151,4,401.81,1607.24
OI000326,O02530,P0172,2,23887.83,47775.66
OI000327,O00895,P0109,2,3885.42,7770.84
OI000328,O01568,P0118,2,6055.58,12111.16
OI000329,O02317,P0109,4,3885.42,15541.68
OI000330,O00414,P0095,1,742.72,742.72
OI000331,O00025,P0044,2,18906.23,37812.46
OI000332,O02005,P0180,1,22553.87,22553.87
OI000333,O00316,P0067,1,2997.52,2997.52
OI000334,O00571,P0156,3,12247.57,36742.71
OI000335,O00725,P0067,1,2997.52,2997.52
OI000336,O01850,P0018,1,18293.2,18293.2
OI000337,O01300,P0155,1,23993.46,23993.46
OI000338,O01954,P0179,1,1056.82,1056.82
OI000339,O00389,P0060,1,12940.42,12940.42
OI000340,O02770,P0074,4,7686.51,30746.04
OI000341,O00444,P0049,3,1000.39,3001.17
OI000342,O02745,P0015,2,24854.07,49708.14
OI000343,O00971,P0073,3,19771.76,59315.28
OI000344,O02769,P0196,3,1894.9,5684.7
OI000345,O02416,P0143,2,10462.23,20924.46
OI000346,O01965,P0179,1,1056.82,1056.82
OI000347,O02390,P0048,2,17747.74,35495.48
OI000348,O01829,P0072,1,20167.54,20167.54
OI000349,O00304,P0113,2,1548.28,3096.56
OI000350,O00764,P0129,4,7725.72,30902.88
OI000351,O01974,P0135,3,11299.64,33898.92
OI000352,O00816,P0053,1,2282.3,2282.3
OI000353,O02160,P0159,3,11414.0,34242.0
OI000354,O00878,P0018,1,18293.2,18293.2
OI000355,O02978,P0012,2,8175.91,16351.82
OI000356,O00703,P0048,2,17747.74,35495.48
OI000357,O02894,P0030,2,8754.53,17509.06
OI000358,O00944,P0097,4,24081.57,96326.28
OI000359,O02327,P0007,2,5919.43,11838.86
OI000360,O02430,P0092,2,3744.71,7489.42
OI000361,O02061,P0113,4,1548.28,6193.12
OI000362,O00303,P0003,3,1828.65,5485.95
OI000363,O01580,P0107,3,15527.74,46583.22
OI000364,O00160,P0063,1,24804.73,24804.73
OI000365,O02202,P0134,3,22176.44,66529.32
OI000366,O02802,P0102,1,12702.93,12702.93
OI000367,O02229,P0015,1,24854.07,24854.07
OI000368,O01204,P0199,3,23916.88,71750.64
OI000369,O02425,P0171,3,22312.91,66938.73
OI000370,O02824,P0091,4,10026.71,40106.84
OI000371,O01192,P0081,1,16060.2,16060.2
OI000372,O01174,P0146,3,6569.35,19708.05
OI000373,O02064,P0150,3,5458.53,16375.59
OI000374,O01115,P0061,4,22992.86,91971.44
OI000375,O01144,P0120,3,3122.48,9367.44
OI000376,O01980,P0061,2,22992.86,45985.72
OI000377,O00253,P0053,2,2282.3,4564.6
OI000378,O01433,P0026,1,13442.11,13442.11
OI000379,O02079,P0115,4,1538.74,6154.96
OI000380,O00731,P0040,3,21066.63,63199.89
OI000381,O02337,P0088,1,19143.76,19143.76
OI000382,O00498,P0116,3,17406.38,52219.14
OI000383,O01429,P0136,2,4946.1,9892.2
OI000384,O00548,P0021,3,14101.19,42303.57
OI000385,O00961,P0043,3,2319.2,6957.6
OI000386,O00132,P0021,3,14101.19,42303.57
OI000387,O01348,P0131,2,13223.33,26446.66
OI000388,O00858,P0031,2,16656.3,33312.6
OI000389,O01156,P0155,4,23993.46,95973.84
OI000390,O02033,P0027,2,2507.24,5014.48
OI000391,O00521,P0073,1,19771.76,19771.76
OI000392,O00030,P0185,3,15953.08,47859.24
OI000393,O02675,P0097,2,24081.57,48163.14
OI000394,O02052,P0161,1,2542.26,2542.26
OI000395,O00509,P0090,2,12613.9,25227.8
OI000396,O01261,P0044,3,18906.23,56718.69
OI000397,O01559,P0043,1,2319.2,2319.2
OI000398,O00016,P0031,2,16656.3,33312.6
OI000399,O00997,P0117,2,24593.61,49187.22
OI000400,O01608,P0193,1,1137.66,1137.66
OI000401,O01840,P0076,4,10134.21,40536.84
OI000402,O02017,P0145,1,577.89,577.89
OI000403,O01254,P0143,1,10462.23,10462.23
OI000404,O01744,P0034,1,5942.59,5942.59
OI000405,O02311,P0080,1,24392.69,24392.69
OI000406,O01089,P0004,2,13024.59,26049.18
OI000407,O02313,P0072,1,20167.54,20167.54
OI000408,O01362,P0098,1,13783.29,13783.29
OI000409,O00378,P0110,3,1627.61,4882.83
OI000410,O01199,P0028,2,11314.24,22628.48
OI000411,O00476,P0130,3,15635.01,46905.03
OI000412,O01290,P0017,2,13988.81,27977.62
OI000413,O00329,P0058,4,11235.34,44941.36
OI000414,O01840,P0127,4,20367.86,81471.44
OI000415,O01187,P0009,2,22013.97,44027.94
OI000416,O00438,P0031,4,16656.3,66625.2
OI000417,O01391,P0194,4,2211.32,8845.28
OI000418,O01774,P0088,2,19143.76,38287.52
OI000419,O01223,P0062,1,12474.39,12474.39
OI000420,O01524,P0019,3,11683.62,35050.86
OI000421,O02064,P0081,2,16060.2,32120.4
OI000422,O01845,P0107,2,15527.74,31055.48
OI000423,O01320,P0055,2,13889.68,27779.36
OI000424,O00868,P0156,3,12247.57,36742.71
OI000425,O02559,P0112,2,11549.03,23098.06
OI000426,O01812,P0123,3,17334.82,52004.46
OI000427,O00984,P0178,3,21037.7,63113.1
OI000428,O01263,P0065,4,5291.91,21167.64
OI000429,O02629,P0124,1,1651.07,1651.07
OI000430,O01325,P0003,4,1828.65,7314.6
OI000431,O02054,P0180,2,22553.87,45107.74
OI000432,O01019,P0138,2,10411.83,20823.66
OI000433,O01790,P0021,3,14101.19,42303.57
OI000434,O00807,P0037,4,24812.84,99251.36
OI000435,O01894,P0015,3,24854.07,74562.21
OI000436,O01410,P0087,4,15195.7,60782.8
OI000437,O02667,P0120,4,3122.48,12489.92
OI000438,O01319,P0137,4,9257.21,37028.84
OI000439,O01142,P0044,4,18906.23,75624.92
OI000440,O00405,P0039,4,13544.93,54179.72
OI000441,O01787,P0133,1,3354.69,3354.69
OI000442,O00594,P0025,2,5103.25,10206.5
OI000443,O02614,P0056,4,7707.56,30830.24
OI000444,O02800,P0121,4,7651.55,30606.2
OI000445,O00012,P0090,3,12613.9,37841.7
OI000446,O02213,P0064,2,21300.48,42600.96
OI000447,O02926,P0200,2,18463.96,36927.92
OI000448,O01318,P0180,2,22553.87,45107.74
OI000449,O01543,P0089,4,4453.48,17813.92
OI000450,O02126,P0112,3,11549.03,34647.09
OI000451,O00614,P0076,2,10134.21,20268.42
OI000452,O01987,P0137,3,9257.21,27771.63
OI000453,O00869,P0138,1,10411.83,10411.83
OI000454,O00812,P0010,1,16306.85,16306.85
OI000455,O01823,P0062,3,12474.39,37423.17
OI000456,O00767,P0090,4,12613.9,50455.6
OI000457,O00082,P0060,2,12940.42,25880.84
OI000458,O01745,P0147,1,19031.22,19031.22
OI000459,O02257,P0107,1,15527.74,15527.74
OI000460,O00522,P0038,3,23182.32,69546.96
OI000461,O01328,P0134,4,22176.44,88705.76
OI000462,O00994,P0143,3,10462.23,31386.69
OI000463,O02513,P0047,3,19572.5,58717.5
OI000464,O01526,P0173,3,19693.89,59081.67
OI000465,O01470,P0133,3,3354.69,10064.07
OI000466,O02676,P0078,3,17404.28,52212.84
OI000467,O01514,P0053,4,2282.3,9129.2
OI000468,O00781,P0194,3,2211.32,6633.96
OI000469,O01452,P0062,4,12474.39,49897.56
OI000470,O00559,P0023,2,4465.04,8930.08
OI000471,O02139,P0044,2,18906.23,37812.46
OI000472,O02038,P0052,2,9067.4,18134.8
OI000473,O01754,P0046,2,20669.08,41338.16
OI000474,O00860,P0147,1,19031.22,19031.22
OI000475,O01613,P0084,4,21564.16,86256.64
OI000476,O00556,P0047,2,19572.5,39145.0
OI000477,O00156,P0091,1,10026.71,10026.71
OI000478,O02050,P0052,4,9067.4,36269.6
OI000479,O01381,P0024,1,17281.12,17281.12
OI000480,O00825,P0145,1,577.89,577.89
OI000481,O01593,P0089,3,4453.48,13360.44
OI000482,O02850,P0174,1,7953.63,7953.63
OI000483,O01082,P0064,1,21300.48,21300.48
OI000484,O01204,P0119,4,3642.01,14568.04
OI000485,O00493,P0156,1,12247.57,12247.57
OI000486,O00669,P0178,3,21037.7,63113.1
OI000487,O00075,P0064,2,21300.48,42600.96
OI000488,O02992,P0156,2,12247.57,24495.14
OI000489,O00371,P0086,4,12227.84,48911.36
OI000490,O00587,P0056,4,7707.56,30830.24
OI000491,O00329,P0059,1,15054.8,15054.8
OI000492,O00590,P0133,4,3354.69,13418.76
OI000493,O01791,P0182,1,15966.32,15966.32
OI000494,O00777,P0172,4,23887.83,95551.32
OI000495,O02023,P0170,2,19646.91,39293.82
OI000496,O02352,P0200,2,18463.96,36927.92
OI000497,O00579,P0125,2,12784.61,25569.22
OI000498,O00221,P0185,2,15953.08,31906.16
OI000499,O01188,P0047,1,19572.5,19572.5
OI000500,O01504,P0121,1,7651.55,7651.55
OI000501,O02423,P0153,1,24399.26,24399.26
OI000502,O01708,P0102,2,12702.93,25405.86
OI000503,O01746,P0044,3,18906.23,56718.69
OI000504,O00188,P0015,2,24854.07,49708.14
OI000505,O01215,P0105,2,16056.58,32113.16
OI000506,O01110,P0051,3,6651.5,19954.5
OI000507,O02522,P0053,3,2282.3,6846.9
OI000508,O00844,P0034,4,5942.59,23770.36
OI000509,O00531,P0124,2,1651.07,3302.14
OI000510,O01071,P0077,3,4420.76,13262.28
OI000511,O00963,P0136,4,4946.1,19784.4
OI000512,O02523,P0123,3,17334.82,52004.46
OI000513,O01170,P0070,3,21961.56,65884.68
OI000514,O02994,P0021,4,14101.19,56404.76
OI000515,O01406,P0108,2,16290.01,32580.02
OI000516,O00517,P0108,4,16290.01,65160.04
OI000517,O01889,P0135,2,11299.64,22599.28
OI000518,O02474,P0090,3,12613.9,37841.7
OI000519,O01492,P0079,4,8717.88,34871.52
OI000520,O01118,P0184,1,22388.43,22388.43
OI000521,O00133,P0177,3,6441.3,19323.9
OI000522,O00314,P0042,4,15627.28,62509.12
OI000523,O00591,P0151,3,401.81,1205.43
OI000524,O01544,P0052,4,9067.4,36269.6
OI000525,O02207,P0102,2,12702.93,25405.86
OI000526,O02709,P0105,1,16056.58,16056.58
OI000527,O01886,P0079,3,8717.88,26153.64
OI000528,O01627,P0112,1,11549.03,11549.03
OI000529,O00748,P0181,2,11590.79,23181.58
OI000530,O01498,P0104,4,2731.05,10924.2
OI000531,O00801,P0016,1,16579.8,16579.8
OI000532,O02458,P0096,4,3465.64,13862.56
OI000533,O01498,P0037,2,24812.84,49625.68
OI000534,O01380,P0146,3,6569.35,19708.05
OI000535,O00680,P0148,2,3514.03,7028.06
OI000536,O02162,P0046,1,20669.08,20669.08
OI000537,O00897,P0002,1,8939.41,8939.41
OI000538,O01547,P0119,1,3642.01,3642.01
OI000539,O01794,P0087,4,15195.7,60782.8
OI000540,O02113,P0094,3,1797.49,5392.47
OI000541,O00684,P0191,1,12854.33,12854.33
OI000542,O01296,P0003,1,1828.65,1828.65
OI000543,O01686,P0174,1,7953.63,7953.63
OI000544,O01386,P0111,2,19540.96,39081.92
OI000545,O02194,P0177,1,6441.3,6441.3
OI000546,O00943,P0001,2,5743.74,11487.48
OI000547,O01310,P0105,1,16056.58,16056.58
OI000548,O01034,P0022,2,23944.87,47889.74
OI000549,O02787,P0142,4,374.68,1498.72
OI000550,O02234,P0173,4,19693.89,78775.56
OI000551,O01621,P0134,2,22176.44,44352.88
OI000552,O02883,P0065,3,5291.91,15875.73
OI000553,O00809,P0021,3,14101.19,42303.57
OI000554,O00171,P0004,2,13024.59,26049.18
OI000555,O02261,P0131,4,13223.33,52893.32
OI000556,O01554,P0113,2,1548.28,3096.56
OI000557,O01596,P0030,3,8754.53,26263.59
OI000558,O01624,P0031,2,16656.3,33312.6
OI000559,O00027,P0162,4,12257.2,49028.8
